%eval_id interface              R              S              F           rmse       rmse_std 
161          NO_ID          0.001   0.1621290323          0.001  0.03701187246  0.05016649538 
162          NO_ID 0.007419354839   0.1621290323          0.001  0.03721313778  0.05186542469 
163          NO_ID  0.01383870968   0.1621290323          0.001  0.03646858212  0.04694023135 
164          NO_ID  0.02025806452   0.1621290323          0.001  0.03681192315   0.0508753206 
165          NO_ID  0.02667741935   0.1621290323          0.001  0.03667040662  0.05708699847 
166          NO_ID  0.03309677419   0.1621290323          0.001  0.03659142689  0.05560059019 
167          NO_ID  0.03951612903   0.1621290323          0.001  0.03629949069  0.05091557623 
168          NO_ID  0.04593548387   0.1621290323          0.001  0.03610451711  0.05249368905 
169          NO_ID  0.05235483871   0.1621290323          0.001  0.03542773557  0.04783868202 
170          NO_ID  0.05877419355   0.1621290323          0.001  0.03590397215  0.05101361899 
171          NO_ID  0.06519354839   0.1621290323          0.001  0.03618187896  0.05215202046 
172          NO_ID  0.07161290323   0.1621290323          0.001  0.03556432474  0.05024845141 
173          NO_ID  0.07803225806   0.1621290323          0.001  0.03437381722  0.04820193421 
174          NO_ID   0.0844516129   0.1621290323          0.001  0.03452032341  0.05011897282 
175          NO_ID  0.09087096774   0.1621290323          0.001  0.03445195218  0.04645559222 
176          NO_ID  0.09729032258   0.1621290323          0.001  0.03463321745  0.04640580084 
177          NO_ID   0.1037096774   0.1621290323          0.001  0.03387882932  0.05098768454 
178          NO_ID   0.1101290323   0.1621290323          0.001  0.03401018637  0.04721544162 
179          NO_ID   0.1165483871   0.1621290323          0.001  0.03402231456  0.04894613102 
180          NO_ID   0.1229677419   0.1621290323          0.001  0.03303616321  0.04744183492 
181          NO_ID   0.1293870968   0.1621290323          0.001  0.03327797416   0.0482661155 
182          NO_ID   0.1358064516   0.1621290323          0.001  0.03391502129  0.04876022922 
183          NO_ID   0.1422258065   0.1621290323          0.001  0.03256449009  0.04812432811 
184          NO_ID   0.1486451613   0.1621290323          0.001   0.0328433611  0.04508462371 
185          NO_ID   0.1550645161   0.1621290323          0.001  0.03245123166  0.04984635227 
186          NO_ID    0.161483871   0.1621290323          0.001  0.03193061886    0.044859725 
187          NO_ID   0.1679032258   0.1621290323          0.001  0.03259911657  0.04872514101 
188          NO_ID   0.1743225806   0.1621290323          0.001  0.03246629827  0.04731398767 
189          NO_ID   0.1807419355   0.1621290323          0.001  0.03244008762  0.04506478109 
190          NO_ID   0.1871612903   0.1621290323          0.001   0.0321788328  0.04628096669 
191          NO_ID   0.1935806452   0.1621290323          0.001  0.03263820467  0.05175417432 
192          NO_ID            0.2   0.1621290323          0.001  0.03170923877  0.04792852425 
193          NO_ID          0.001   0.1943548387          0.001  0.03796836856  0.05122519043 
194          NO_ID 0.007419354839   0.1943548387          0.001  0.03782349445  0.05210457249 
195          NO_ID  0.01383870968   0.1943548387          0.001  0.03744455535  0.05218312687 
196          NO_ID  0.02025806452   0.1943548387          0.001  0.03735409876   0.0518575367 
197          NO_ID  0.02667741935   0.1943548387          0.001  0.03688606895  0.05236821698 
198          NO_ID  0.03309677419   0.1943548387          0.001  0.03701182913  0.04890559535 
199          NO_ID  0.03951612903   0.1943548387          0.001  0.03602366165  0.04943976703 
200          NO_ID  0.04593548387   0.1943548387          0.001   0.0370107947  0.05121153226 
201          NO_ID  0.05235483871   0.1943548387          0.001  0.03681467875  0.05187117749 
202          NO_ID  0.05877419355   0.1943548387          0.001  0.03623645455  0.04869339758 
203          NO_ID  0.06519354839   0.1943548387          0.001  0.03604888043   0.0522514772 
204          NO_ID  0.07161290323   0.1943548387          0.001  0.03512518268  0.04875841742 
205          NO_ID  0.07803225806   0.1943548387          0.001  0.03582880119  0.04983506966 
206          NO_ID   0.0844516129   0.1943548387          0.001  0.03579499701  0.05128607587 
207          NO_ID  0.09087096774   0.1943548387          0.001  0.03538248487  0.04997470041 
208          NO_ID  0.09729032258   0.1943548387          0.001  0.03541703816  0.04918169567 
209          NO_ID   0.1037096774   0.1943548387          0.001  0.03526430048  0.05602420124 
210          NO_ID   0.1101290323   0.1943548387          0.001  0.03539027865  0.05384237653 
211          NO_ID   0.1165483871   0.1943548387          0.001  0.03518204379  0.05507988817 
212          NO_ID   0.1229677419   0.1943548387          0.001  0.03423373324  0.05201805913 
213          NO_ID   0.1293870968   0.1943548387          0.001  0.03436466209   0.0478926149 
214          NO_ID   0.1358064516   0.1943548387          0.001  0.03430277102  0.05398619431 
215          NO_ID   0.1422258065   0.1943548387          0.001  0.03392290384  0.04599196336 
216          NO_ID   0.1486451613   0.1943548387          0.001  0.03376438803   0.0484268506 
217          NO_ID   0.1550645161   0.1943548387          0.001  0.03348757785  0.05194433518 
218          NO_ID    0.161483871   0.1943548387          0.001  0.03351717503   0.0488018729 
219          NO_ID   0.1679032258   0.1943548387          0.001  0.03280285412  0.04601650327 
220          NO_ID   0.1743225806   0.1943548387          0.001  0.03330501068  0.05188997965 
221          NO_ID   0.1807419355   0.1943548387          0.001  0.03384668659  0.04951942436 
222          NO_ID   0.1871612903   0.1943548387          0.001  0.03327311865  0.05265872553 
223          NO_ID   0.1935806452   0.1943548387          0.001  0.03273586364  0.04849671308 
224          NO_ID            0.2   0.1943548387          0.001  0.03240521164  0.05049232877 
225          NO_ID          0.001   0.2265806452          0.001   0.0384821288   0.0528490365 
226          NO_ID 0.007419354839   0.2265806452          0.001  0.03846230762   0.0568842648 
227          NO_ID  0.01383870968   0.2265806452          0.001  0.03805239846  0.05441776432 
228          NO_ID  0.02025806452   0.2265806452          0.001  0.03810295116  0.05172158392 
229          NO_ID  0.02667741935   0.2265806452          0.001  0.03834648197  0.05259820846 
230          NO_ID  0.03309677419   0.2265806452          0.001  0.03801408234  0.05751390954 
231          NO_ID  0.03951612903   0.2265806452          0.001  0.03732945725  0.05504398886 
232          NO_ID  0.04593548387   0.2265806452          0.001  0.03715291755  0.05317426676 
233          NO_ID  0.05235483871   0.2265806452          0.001  0.03685650562  0.05644989176 
234          NO_ID  0.05877419355   0.2265806452          0.001  0.03699167172  0.05352410199 
235          NO_ID  0.06519354839   0.2265806452          0.001  0.03707143409  0.05601091981 
236          NO_ID  0.07161290323   0.2265806452          0.001   0.0367030716  0.05194527752 
237          NO_ID  0.07803225806   0.2265806452          0.001  0.03649546309  0.05599529467 
238          NO_ID   0.0844516129   0.2265806452          0.001  0.03598793792  0.05074378453 
239          NO_ID  0.09087096774   0.2265806452          0.001  0.03565503889   0.0491746076 
240          NO_ID  0.09729032258   0.2265806452          0.001  0.03650799215  0.05729653554 
241          NO_ID   0.1037096774   0.2265806452          0.001   0.0353120047  0.05374449814 
242          NO_ID   0.1101290323   0.2265806452          0.001  0.03531693753  0.05163778664 
243          NO_ID   0.1165483871   0.2265806452          0.001  0.03487276899  0.05223190877 
244          NO_ID   0.1229677419   0.2265806452          0.001  0.03509450823  0.05067910796 
245          NO_ID   0.1293870968   0.2265806452          0.001   0.0346357327  0.05001913448 
246          NO_ID   0.1358064516   0.2265806452          0.001  0.03466511319  0.05259178587 
247          NO_ID   0.1422258065   0.2265806452          0.001  0.03437534312  0.05492538813 
248          NO_ID   0.1486451613   0.2265806452          0.001  0.03459862333  0.04970732693 
249          NO_ID   0.1550645161   0.2265806452          0.001  0.03484147833   0.0522269825 
250          NO_ID    0.161483871   0.2265806452          0.001  0.03376288279  0.05005839275 
251          NO_ID   0.1679032258   0.2265806452          0.001  0.03368467851  0.05052932009 
252          NO_ID   0.1743225806   0.2265806452          0.001  0.03401231468   0.0533373419 
253          NO_ID   0.1807419355   0.2265806452          0.001  0.03387757764  0.05152114328 
254          NO_ID   0.1871612903   0.2265806452          0.001  0.03302921846  0.04966571932 
255          NO_ID   0.1935806452   0.2265806452          0.001  0.03325559256  0.04936381903 
256          NO_ID            0.2   0.2265806452          0.001  0.03279248263  0.04994742575 
257          NO_ID          0.001   0.2588064516          0.001  0.03867746899  0.05595084895 
258          NO_ID 0.007419354839   0.2588064516          0.001   0.0388256217  0.05222779145 
259          NO_ID  0.01383870968   0.2588064516          0.001  0.03822694547  0.05456805492 
260          NO_ID  0.02025806452   0.2588064516          0.001  0.03839432876  0.05533001173 
261          NO_ID  0.02667741935   0.2588064516          0.001  0.03835686533  0.05370918616 
262          NO_ID  0.03309677419   0.2588064516          0.001  0.03839141856  0.05297217328 
263          NO_ID  0.03951612903   0.2588064516          0.001  0.03795269101  0.05154900113 
264          NO_ID  0.04593548387   0.2588064516          0.001  0.03783330444  0.05662048438 
265          NO_ID  0.05235483871   0.2588064516          0.001  0.03747748778  0.05338257125 
266          NO_ID  0.05877419355   0.2588064516          0.001  0.03726908762  0.05269992948 
267          NO_ID  0.06519354839   0.2588064516          0.001  0.03675034308  0.05274803151 
268          NO_ID  0.07161290323   0.2588064516          0.001  0.03715996842  0.05589903787 
269          NO_ID  0.07803225806   0.2588064516          0.001   0.0369852446   0.0525764834 
270          NO_ID   0.0844516129   0.2588064516          0.001  0.03604416362  0.04890901201 
271          NO_ID  0.09087096774   0.2588064516          0.001  0.03635062365  0.05365445855 
272          NO_ID  0.09729032258   0.2588064516          0.001  0.03611125634   0.0527758769 
273          NO_ID   0.1037096774   0.2588064516          0.001  0.03588027116  0.05110384742 
274          NO_ID   0.1101290323   0.2588064516          0.001  0.03621831678  0.05765119517 
275          NO_ID   0.1165483871   0.2588064516          0.001  0.03539953673   0.0514572947 
276          NO_ID   0.1229677419   0.2588064516          0.001  0.03542667508  0.05188411816 
277          NO_ID   0.1293870968   0.2588064516          0.001  0.03545611067  0.05264513021 
278          NO_ID   0.1358064516   0.2588064516          0.001  0.03498531009  0.05200073719 
279          NO_ID   0.1422258065   0.2588064516          0.001  0.03470452972  0.05120922179 
280          NO_ID   0.1486451613   0.2588064516          0.001   0.0353062344    0.052664907 
281          NO_ID   0.1550645161   0.2588064516          0.001  0.03509914215  0.05281579777 
282          NO_ID    0.161483871   0.2588064516          0.001  0.03410478895  0.05182776994 
283          NO_ID   0.1679032258   0.2588064516          0.001  0.03392029842  0.04858786028 
284          NO_ID   0.1743225806   0.2588064516          0.001  0.03434280768   0.0527132556 
285          NO_ID   0.1807419355   0.2588064516          0.001  0.03369379626  0.05027546132 
286          NO_ID   0.1871612903   0.2588064516          0.001   0.0340104649  0.05140190545 
287          NO_ID   0.1935806452   0.2588064516          0.001  0.03300939761  0.05321066156 
288          NO_ID            0.2   0.2588064516          0.001  0.03379640555  0.05387349348 
289          NO_ID          0.001   0.2910322581          0.001  0.03943569221  0.06191085495 
290          NO_ID 0.007419354839   0.2910322581          0.001  0.03869278038  0.05518414797 
291          NO_ID  0.01383870968   0.2910322581          0.001   0.0383954857  0.05547656708 
292          NO_ID  0.02025806452   0.2910322581          0.001  0.03877292937  0.06172469947 
293          NO_ID  0.02667741935   0.2910322581          0.001   0.0383999133  0.05624459416 
294          NO_ID  0.03309677419   0.2910322581          0.001   0.0389758732  0.06130481458 
295          NO_ID  0.03951612903   0.2910322581          0.001  0.03796553883  0.05521125737 
296          NO_ID  0.04593548387   0.2910322581          0.001   0.0378985169  0.05773801244 
297          NO_ID  0.05235483871   0.2910322581          0.001  0.03795771626  0.05750323021 
298          NO_ID  0.05877419355   0.2910322581          0.001  0.03792708824  0.05960891444 
299          NO_ID  0.06519354839   0.2910322581          0.001  0.03791071153  0.05543291558 
300          NO_ID  0.07161290323   0.2910322581          0.001  0.03703654151  0.05092486676 
301          NO_ID  0.07803225806   0.2910322581          0.001   0.0371219824  0.05684999158 
302          NO_ID   0.0844516129   0.2910322581          0.001  0.03713439707  0.05376536046 
303          NO_ID  0.09087096774   0.2910322581          0.001  0.03703423466   0.0550718135 
304          NO_ID  0.09729032258   0.2910322581          0.001   0.0361180125  0.05944564183 
305          NO_ID   0.1037096774   0.2910322581          0.001  0.03594378882  0.05579816058 
306          NO_ID   0.1101290323   0.2910322581          0.001  0.03707678469  0.05906342366 
307          NO_ID   0.1165483871   0.2910322581          0.001  0.03573167848  0.05211957765 
308          NO_ID   0.1229677419   0.2910322581          0.001  0.03568015593  0.05219326043 
309          NO_ID   0.1293870968   0.2910322581          0.001  0.03624060088  0.05513460827 
310          NO_ID   0.1358064516   0.2910322581          0.001  0.03587659882  0.05521620913 
311          NO_ID   0.1422258065   0.2910322581          0.001  0.03592278624  0.05638938018 
312          NO_ID   0.1486451613   0.2910322581          0.001  0.03518122103  0.05496342421 
313          NO_ID   0.1550645161   0.2910322581          0.001  0.03572214326  0.05625315356 
314          NO_ID    0.161483871   0.2910322581          0.001   0.0347374655  0.05493063921 
315          NO_ID   0.1679032258   0.2910322581          0.001  0.03511211462  0.05530027136 
316          NO_ID   0.1743225806   0.2910322581          0.001  0.03429800681  0.05632775559 
317          NO_ID   0.1807419355   0.2910322581          0.001  0.03443399651   0.0560144185 
318          NO_ID   0.1871612903   0.2910322581          0.001  0.03407907985  0.05126938897 
319          NO_ID   0.1935806452   0.2910322581          0.001  0.03393149401  0.05244253696 
320          NO_ID            0.2   0.2910322581          0.001  0.03425683442   0.0529830306 
321          NO_ID          0.001   0.3232580645          0.001  0.03956924256  0.05736602619 
322          NO_ID 0.007419354839   0.3232580645          0.001  0.03903967715  0.05582691672 
323          NO_ID  0.01383870968   0.3232580645          0.001  0.03930194397   0.0550845036 
324          NO_ID  0.02025806452   0.3232580645          0.001  0.03937759899  0.05922195891 
325          NO_ID  0.02667741935   0.3232580645          0.001  0.03880168691  0.05850336377 
326          NO_ID  0.03309677419   0.3232580645          0.001  0.03845367624  0.05464837094 
327          NO_ID  0.03951612903   0.3232580645          0.001  0.03821931825  0.05746284738 
328          NO_ID  0.04593548387   0.3232580645          0.001  0.03842561476  0.05666525363 
329          NO_ID  0.05235483871   0.3232580645          0.001  0.03819394756  0.05564222124 
330          NO_ID  0.05877419355   0.3232580645          0.001  0.03776431212  0.05897348347 
331          NO_ID  0.06519354839   0.3232580645          0.001  0.03776991085  0.05875441621 
332          NO_ID  0.07161290323   0.3232580645          0.001  0.03735180777  0.05930869116 
333          NO_ID  0.07803225806   0.3232580645          0.001  0.03730698248   0.0563636219 
334          NO_ID   0.0844516129   0.3232580645          0.001  0.03724447066  0.05681707031 
335          NO_ID  0.09087096774   0.3232580645          0.001  0.03744381217   0.0574074966 
336          NO_ID  0.09729032258   0.3232580645          0.001  0.03660557223  0.05447843317 
337          NO_ID   0.1037096774   0.3232580645          0.001  0.03643785002  0.05424739828 
338          NO_ID   0.1101290323   0.3232580645          0.001  0.03677589061  0.05781526099 
339          NO_ID   0.1165483871   0.3232580645          0.001  0.03633952446  0.05768464625 
340          NO_ID   0.1229677419   0.3232580645          0.001  0.03599338979  0.05729098844 
341          NO_ID   0.1293870968   0.3232580645          0.001  0.03598459937  0.05401457617 
342          NO_ID   0.1358064516   0.3232580645          0.001  0.03644227849   0.0545260616 
343          NO_ID   0.1422258065   0.3232580645          0.001  0.03579980429   0.0546152638 
344          NO_ID   0.1486451613   0.3232580645          0.001  0.03568548018  0.05560971835 
