%eval_id interface              R              S              F           rmse diff_std_at_low_commits 
35           NO_ID   0.5714328571  0.04857142857          0.001  0.02257067879  0.02588921539 
36           NO_ID   0.6190514286  0.04857142857          0.001  0.02045774349  0.02945322044 
37           NO_ID        0.66667  0.04857142857          0.001  0.02319046218   0.0275352623 
38           NO_ID   0.7142885714  0.04857142857          0.001  0.02497346019  0.03478749894 
39           NO_ID   0.7619071429  0.04857142857          0.001  0.02566924371  0.02262044421 
40           NO_ID   0.8095257143  0.04857142857          0.001  0.02364891895  0.00901218027 
41           NO_ID   0.8571442857  0.04857142857          0.001  0.02891355015  0.02996939143 
42           NO_ID   0.9047628571  0.04857142857          0.001  0.02823118593  0.03424185358 
43           NO_ID   0.9523814286  0.04857142857          0.001   0.0303801145   0.0363390007 
44           NO_ID              1  0.04857142857          0.001  0.02987854951  0.02812906282 
45           NO_ID          1e-05  0.09614285714          0.001  0.03382161406 0.008177979654 
46           NO_ID  0.04762857143  0.09614285714          0.001  0.03278074716 0.002418974655 
47           NO_ID  0.09524714286  0.09614285714          0.001  0.03148513448 0.001055246435 
48           NO_ID   0.1428657143  0.09614285714          0.001  0.03025253737 0.002331029355 
49           NO_ID   0.1904842857  0.09614285714          0.001  0.02845511305  0.01110896889 
50           NO_ID   0.2381028571  0.09614285714          0.001  0.02779628702 0.001221385281 
51           NO_ID   0.2857214286  0.09614285714          0.001  0.02698059876 0.006042438633 
52           NO_ID        0.33334  0.09614285714          0.001  0.02681285241 0.003597656348 
53           NO_ID   0.3809585714  0.09614285714          0.001  0.02559561557 0.002624530483 
54           NO_ID   0.4285771429  0.09614285714          0.001   0.0253837916 0.003754294033 
55           NO_ID   0.4761957143  0.09614285714          0.001  0.02466700287 0.001097140602 
56           NO_ID   0.5238142857  0.09614285714          0.001  0.02484385158 0.006254102253 
57           NO_ID   0.5714328571  0.09614285714          0.001  0.02469854058 0.0006242033883 
58           NO_ID   0.6190514286  0.09614285714          0.001  0.02596553796 0.000864936646 
59           NO_ID        0.66667  0.09614285714          0.001  0.02659984381 0.004352566381 
60           NO_ID   0.7142885714  0.09614285714          0.001  0.02650815132 0.007738074759 
61           NO_ID   0.7619071429  0.09614285714          0.001  0.02593510141 0.000783603938 
62           NO_ID   0.8095257143  0.09614285714          0.001  0.02726791581  0.01473183511 
63           NO_ID   0.8571442857  0.09614285714          0.001  0.02926154995   0.0111051952 
64           NO_ID   0.9047628571  0.09614285714          0.001  0.03062450224 0.002954626375 
65           NO_ID   0.9523814286  0.09614285714          0.001  0.03065928575 0.004685421639 
66           NO_ID              1  0.09614285714          0.001   0.0321896288 0.008606486384 
67           NO_ID          1e-05   0.1437142857          0.001  0.03561568178 0.005434795119 
68           NO_ID  0.04762857143   0.1437142857          0.001  0.03494646544  0.01124104925 
69           NO_ID  0.09524714286   0.1437142857          0.001  0.03340471493    0.010869631 
70           NO_ID   0.1428657143   0.1437142857          0.001  0.03189961378  0.01316002046 
71           NO_ID   0.1904842857   0.1437142857          0.001  0.03147492888  0.01294898701 
72           NO_ID   0.2381028571   0.1437142857          0.001  0.02947182749  0.01430779049 
73           NO_ID   0.2857214286   0.1437142857          0.001  0.02927278485 0.009184343094 
74           NO_ID        0.33334   0.1437142857          0.001  0.02924770857   0.0201562093 
75           NO_ID   0.3809585714   0.1437142857          0.001  0.02758148287  0.01391681402 
76           NO_ID   0.4285771429   0.1437142857          0.001  0.02732292888  0.01941566559 
77           NO_ID   0.4761957143   0.1437142857          0.001  0.02671247773 0.008996944006 
78           NO_ID   0.5238142857   0.1437142857          0.001  0.02724207321 0.007846293337 
79           NO_ID   0.5714328571   0.1437142857          0.001  0.02715836821  0.00872979026 
80           NO_ID   0.6190514286   0.1437142857          0.001  0.02702337907  0.00493196255 
81           NO_ID        0.66667   0.1437142857          0.001  0.02772890319 0.003209674216 
82           NO_ID   0.7142885714   0.1437142857          0.001  0.02763633371  0.01191932249 
83           NO_ID   0.7619071429   0.1437142857          0.001  0.02855126396 0.007040318385 
84           NO_ID   0.8095257143   0.1437142857          0.001  0.02741807239  0.01436607942 
85           NO_ID   0.8571442857   0.1437142857          0.001  0.02956097437  0.01308070158 
86           NO_ID   0.9047628571   0.1437142857          0.001  0.03049788147  0.01264104935 
87           NO_ID   0.9523814286   0.1437142857          0.001  0.03135507375  0.01512001127 
88           NO_ID              1   0.1437142857          0.001  0.03267433175  0.01380719703 
89           NO_ID          1e-05   0.1912857143          0.001  0.03781624332  0.01038279967 
90           NO_ID  0.04762857143   0.1912857143          0.001  0.03659061952  0.00119481437 
91           NO_ID  0.09524714286   0.1912857143          0.001   0.0355221633  0.02809893541 
92           NO_ID   0.1428657143   0.1912857143          0.001  0.03401761701  0.01555409409 
93           NO_ID   0.1904842857   0.1912857143          0.001  0.03201495052  0.02717337538 
94           NO_ID   0.2381028571   0.1912857143          0.001  0.03135890759  0.01536171565 
95           NO_ID   0.2857214286   0.1912857143          0.001  0.03084396757  0.01381762917 
96           NO_ID        0.33334   0.1912857143          0.001  0.02932252421 0.009690222021 
97           NO_ID   0.3809585714   0.1912857143          0.001  0.02951068825  0.01464013032 
98           NO_ID   0.4285771429   0.1912857143          0.001  0.02887116426  0.02197848524 
99           NO_ID   0.4761957143   0.1912857143          0.001  0.02885571128  0.01710451111 
100          NO_ID   0.5238142857   0.1912857143          0.001  0.02817923646  0.02684651034 
101          NO_ID   0.5714328571   0.1912857143          0.001  0.02776878374  0.02175561632 
102          NO_ID   0.6190514286   0.1912857143          0.001  0.02818838232  0.02433241588 
103          NO_ID        0.66667   0.1912857143          0.001  0.02845308266  0.02881566702 
104          NO_ID   0.7142885714   0.1912857143          0.001  0.02921127394  0.02914170263 
105          NO_ID   0.7619071429   0.1912857143          0.001  0.02872572552  0.01851047344 
106          NO_ID   0.8095257143   0.1912857143          0.001  0.03047167672  0.01896719079 
107          NO_ID   0.8571442857   0.1912857143          0.001  0.03185528811  0.01548825724 
108          NO_ID   0.9047628571   0.1912857143          0.001  0.03062176521   0.0360833361 
109          NO_ID   0.9523814286   0.1912857143          0.001  0.03311056301   0.0309308703 
110          NO_ID              1   0.1912857143          0.001  0.03318051981  0.02671990675 
111          NO_ID          1e-05   0.2388571429          0.001  0.03909905174  0.04297492292 
112          NO_ID  0.04762857143   0.2388571429          0.001  0.03762263726  0.02490421077 
113          NO_ID  0.09524714286   0.2388571429          0.001  0.03555631536  0.02219738112 
114          NO_ID   0.1428657143   0.2388571429          0.001  0.03474423143  0.03234656818 
115          NO_ID   0.1904842857   0.2388571429          0.001  0.03313170977  0.02023625192 
116          NO_ID   0.2381028571   0.2388571429          0.001  0.03142970127  0.02298311266 
117          NO_ID   0.2857214286   0.2388571429          0.001  0.03207656402  0.04076395795 
118          NO_ID        0.33334   0.2388571429          0.001  0.03076804166  0.03777309913 
119          NO_ID   0.3809585714   0.2388571429          0.001  0.02968190343  0.02322925646 
120          NO_ID   0.4285771429   0.2388571429          0.001  0.03030087696  0.03860972509 
121          NO_ID   0.4761957143   0.2388571429          0.001  0.02961215892  0.01405894903 
122          NO_ID   0.5238142857   0.2388571429          0.001  0.02940753193  0.01784030558 
123          NO_ID   0.5714328571   0.2388571429          0.001  0.02966773248  0.01207472131 
124          NO_ID   0.6190514286   0.2388571429          0.001  0.02906630545  0.01483945787 
125          NO_ID        0.66667   0.2388571429          0.001   0.0292861238  0.01947490353 
126          NO_ID   0.7142885714   0.2388571429          0.001  0.02932432519  0.02615839174 
127          NO_ID   0.7619071429   0.2388571429          0.001  0.03031266277   0.0211593616 
128          NO_ID   0.8095257143   0.2388571429          0.001  0.03113068255 0.003069563735 
129          NO_ID   0.8571442857   0.2388571429          0.001  0.03085279958  0.03127631188 
130          NO_ID   0.9047628571   0.2388571429          0.001  0.03144402968  0.02437061042 
131          NO_ID   0.9523814286   0.2388571429          0.001  0.03282435314  0.02052697643 
132          NO_ID              1   0.2388571429          0.001  0.03393850434  0.02442628658 
133          NO_ID          1e-05   0.2864285714          0.001  0.03937049791  0.02679333111 
134          NO_ID  0.04762857143   0.2864285714          0.001  0.03792703185  0.03298255521 
135          NO_ID  0.09524714286   0.2864285714          0.001   0.0369936002  0.04206047208 
136          NO_ID   0.1428657143   0.2864285714          0.001  0.03540254879 0.004365528965 
137          NO_ID   0.1904842857   0.2864285714          0.001  0.03390238863  0.03184069872 
138          NO_ID   0.2381028571   0.2864285714          0.001   0.0330032951  0.04105586415 
139          NO_ID   0.2857214286   0.2864285714          0.001  0.03160772479  0.02284202974 
140          NO_ID        0.33334   0.2864285714          0.001  0.03132611256  0.02930048258 
141          NO_ID   0.3809585714   0.2864285714          0.001  0.03048617506  0.02938316035 
142          NO_ID   0.4285771429   0.2864285714          0.001  0.02979563556  0.03656662711 
143          NO_ID   0.4761957143   0.2864285714          0.001   0.0300756847  0.02625787634 
144          NO_ID   0.5238142857   0.2864285714          0.001  0.02913298431  0.03011804538 
145          NO_ID   0.5714328571   0.2864285714          0.001  0.02892831714  0.02730848244 
146          NO_ID   0.6190514286   0.2864285714          0.001  0.02986485744  0.03379168698 
147          NO_ID        0.66667   0.2864285714          0.001  0.02903633548  0.01584784297 
148          NO_ID   0.7142885714   0.2864285714          0.001  0.03001693356  0.03170576805 
149          NO_ID   0.7619071429   0.2864285714          0.001  0.03009054571  0.03552852707 
150          NO_ID   0.8095257143   0.2864285714          0.001  0.03035507685   0.0290734274 
151          NO_ID   0.8571442857   0.2864285714          0.001  0.03145807764  0.02634064861 
152          NO_ID   0.9047628571   0.2864285714          0.001  0.03243194675  0.02435969882 
153          NO_ID   0.9523814286   0.2864285714          0.001  0.03299690642  0.02353076131 
154          NO_ID              1   0.2864285714          0.001  0.03414537296  0.02489009123 
155          NO_ID          1e-05          0.334          0.001  0.03977502259  0.03803200247 
156          NO_ID  0.04762857143          0.334          0.001  0.03780106379  0.02758346939 
157          NO_ID  0.09524714286          0.334          0.001   0.0365727232  0.04827530676 
158          NO_ID   0.1428657143          0.334          0.001  0.03571340241  0.03378638266 
159          NO_ID   0.1904842857          0.334          0.001     0.03472799  0.04216818611 
160          NO_ID   0.2381028571          0.334          0.001  0.03381034571  0.03678289098 
161          NO_ID   0.2857214286          0.334          0.001   0.0324763357  0.03424241561 
162          NO_ID        0.33334          0.334          0.001  0.03193704602  0.04467650684 
163          NO_ID   0.3809585714          0.334          0.001  0.03075408277  0.03644121191 
164          NO_ID   0.4285771429          0.334          0.001  0.03027313999  0.02649226859 
165          NO_ID   0.4761957143          0.334          0.001  0.03055320379  0.02858328372 
166          NO_ID   0.5238142857          0.334          0.001  0.03020948214   0.0426557691 
167          NO_ID   0.5714328571          0.334          0.001  0.03003631322  0.02539208898 
168          NO_ID   0.6190514286          0.334          0.001  0.02883012128  0.03249063635 
169          NO_ID        0.66667          0.334          0.001  0.02959138517  0.04062933262 
170          NO_ID   0.7142885714          0.334          0.001  0.02959811008  0.02197973201 
171          NO_ID   0.7619071429          0.334          0.001  0.03077156924  0.02355849615 
172          NO_ID   0.8095257143          0.334          0.001   0.0314212068  0.03626210813 
173          NO_ID   0.8571442857          0.334          0.001  0.03179417095   0.0346425352 
174          NO_ID   0.9047628571          0.334          0.001  0.03283159292  0.02057662861 
175          NO_ID   0.9523814286          0.334          0.001  0.03260653887   0.0323368612 
176          NO_ID              1          0.334          0.001  0.03386596045  0.03379629525 
177          NO_ID          1e-05   0.3815714286          0.001  0.03953117062  0.04206552174 
178          NO_ID  0.04762857143   0.3815714286          0.001   0.0382184577   0.0387406181 
179          NO_ID  0.09524714286   0.3815714286          0.001  0.03716073089  0.03904456983 
180          NO_ID   0.1428657143   0.3815714286          0.001  0.03593181219  0.04141512686 
181          NO_ID   0.1904842857   0.3815714286          0.001  0.03536774687  0.03784247591 
182          NO_ID   0.2381028571   0.3815714286          0.001  0.03368162568  0.02043634177 
183          NO_ID   0.2857214286   0.3815714286          0.001  0.03267499217  0.04372511486 
184          NO_ID        0.33334   0.3815714286          0.001  0.03256359319  0.02630326808 
185          NO_ID   0.3809585714   0.3815714286          0.001  0.03145404628  0.03980881662 
186          NO_ID   0.4285771429   0.3815714286          0.001  0.03099980558  0.04332427018 
187          NO_ID   0.4761957143   0.3815714286          0.001  0.03049932432  0.04081631785 
188          NO_ID   0.5238142857   0.3815714286          0.001  0.03020861678  0.03340720417 
189          NO_ID   0.5714328571   0.3815714286          0.001  0.03027274859  0.03457488321 
190          NO_ID   0.6190514286   0.3815714286          0.001  0.03091326192  0.02726529587 
191          NO_ID        0.66667   0.3815714286          0.001  0.03015188485  0.02592432513 
192          NO_ID   0.7142885714   0.3815714286          0.001  0.03110682846  0.02768455854 
193          NO_ID   0.7619071429   0.3815714286          0.001  0.03106102826   0.0297673467 
194          NO_ID   0.8095257143   0.3815714286          0.001  0.03147025118  0.03412613266 
195          NO_ID   0.8571442857   0.3815714286          0.001  0.03175126999  0.03791999897 
196          NO_ID   0.9047628571   0.3815714286          0.001  0.03293509415  0.02937398238 
197          NO_ID   0.9523814286   0.3815714286          0.001  0.03349533792  0.03965013154 
198          NO_ID              1   0.3815714286          0.001  0.03340310444  0.02272988014 
199          NO_ID          1e-05   0.4291428571          0.001  0.04010853466  0.02255761524 
200          NO_ID  0.04762857143   0.4291428571          0.001  0.03862754143  0.04618908294 
201          NO_ID  0.09524714286   0.4291428571          0.001  0.03725055517  0.03914639989 
202          NO_ID   0.1428657143   0.4291428571          0.001  0.03617302235  0.03593441326 
203          NO_ID   0.1904842857   0.4291428571          0.001  0.03491963008  0.03956484527 
204          NO_ID   0.2381028571   0.4291428571          0.001  0.03405772802  0.03967376528 
205          NO_ID   0.2857214286   0.4291428571          0.001  0.03316620243  0.03972324151 
206          NO_ID        0.33334   0.4291428571          0.001  0.03209122722  0.02255456186 
207          NO_ID   0.3809585714   0.4291428571          0.001  0.03234184809  0.03496176501 
208          NO_ID   0.4285771429   0.4291428571          0.001  0.03081782376  0.02656345313 
209          NO_ID   0.4761957143   0.4291428571          0.001  0.03076599678  0.03223340171 
210          NO_ID   0.5238142857   0.4291428571          0.001  0.03050310686  0.03080334315 
211          NO_ID   0.5714328571   0.4291428571          0.001   0.0305591439  0.03064015665 
212          NO_ID   0.6190514286   0.4291428571          0.001  0.03040882238  0.04265897763 
213          NO_ID        0.66667   0.4291428571          0.001  0.03021992345  0.01285188451 
214          NO_ID   0.7142885714   0.4291428571          0.001   0.0302538217    0.042646167 
215          NO_ID   0.7619071429   0.4291428571          0.001  0.03099528648  0.02799095485 
216          NO_ID   0.8095257143   0.4291428571          0.001  0.03178956737    0.039914937 
217          NO_ID   0.8571442857   0.4291428571          0.001  0.03257438005  0.03904890963 
218          NO_ID   0.9047628571   0.4291428571          0.001  0.03285287465  0.03244198362 
219          NO_ID   0.9523814286   0.4291428571          0.001  0.03211631741  0.03414290874 
220          NO_ID              1   0.4291428571          0.001  0.03410059326  0.02919327092 
221          NO_ID          1e-05   0.4767142857          0.001  0.04041911498  0.04564383967 
222          NO_ID  0.04762857143   0.4767142857          0.001  0.03879779518  0.04820971985 
223          NO_ID  0.09524714286   0.4767142857          0.001  0.03796022033  0.04040771335 
224          NO_ID   0.1428657143   0.4767142857          0.001  0.03681753572  0.04994327114 
225          NO_ID   0.1904842857   0.4767142857          0.001  0.03495511736  0.03875532767 
226          NO_ID   0.2381028571   0.4767142857          0.001  0.03427199205  0.03436255539 
227          NO_ID   0.2857214286   0.4767142857          0.001  0.03315060405  0.04415050497 
228          NO_ID        0.33334   0.4767142857          0.001  0.03250185097  0.04118854951 
229          NO_ID   0.3809585714   0.4767142857          0.001  0.03134758714  0.03849764998 
230          NO_ID   0.4285771429   0.4767142857          0.001   0.0313693413  0.03015240259 
231          NO_ID   0.4761957143   0.4767142857          0.001   0.0310079398  0.04104300217 
232          NO_ID   0.5238142857   0.4767142857          0.001  0.03043419224  0.04510971548 
233          NO_ID   0.5714328571   0.4767142857          0.001  0.03042074995  0.03455231062 
234          NO_ID   0.6190514286   0.4767142857          0.001  0.03099773437  0.03961278886 
235          NO_ID        0.66667   0.4767142857          0.001   0.0306584353  0.04032303634 
236          NO_ID   0.7142885714   0.4767142857          0.001   0.0303629051  0.04081108645 
237          NO_ID   0.7619071429   0.4767142857          0.001  0.03125829958  0.04478811199 
238          NO_ID   0.8095257143   0.4767142857          0.001  0.03163805455  0.04650521349 
239          NO_ID   0.8571442857   0.4767142857          0.001  0.03245208222   0.0269556544 
240          NO_ID   0.9047628571   0.4767142857          0.001  0.03238253272  0.02871687767 
241          NO_ID   0.9523814286   0.4767142857          0.001  0.03463513365  0.03739312572 
242          NO_ID              1   0.4767142857          0.001  0.03483463882  0.04085036111 
243          NO_ID          1e-05   0.5242857143          0.001  0.04042820701  0.03997601317 
244          NO_ID  0.04762857143   0.5242857143          0.001  0.03931111346  0.05495424145 
245          NO_ID  0.09524714286   0.5242857143          0.001  0.03759222307  0.04164094917 
246          NO_ID   0.1428657143   0.5242857143          0.001  0.03678996242  0.04113737676 
247          NO_ID   0.1904842857   0.5242857143          0.001  0.03543804088  0.05832522953 
248          NO_ID   0.2381028571   0.5242857143          0.001   0.0342895925  0.04503932212 
249          NO_ID   0.2857214286   0.5242857143          0.001  0.03360939636  0.02964986176 
250          NO_ID        0.33334   0.5242857143          0.001  0.03292557867  0.05059845853 
251          NO_ID   0.3809585714   0.5242857143          0.001  0.03195606135  0.04239563662 
252          NO_ID   0.4285771429   0.5242857143          0.001  0.03135595442  0.04640644789 
253          NO_ID   0.4761957143   0.5242857143          0.001  0.03087965474  0.04657449482 
254          NO_ID   0.5238142857   0.5242857143          0.001  0.03075382666  0.03611881173 
255          NO_ID   0.5714328571   0.5242857143          0.001  0.03052367835  0.03303651311 
256          NO_ID   0.6190514286   0.5242857143          0.001  0.03129278939  0.04866121963 
257          NO_ID        0.66667   0.5242857143          0.001  0.03005044228  0.03239242239 
258          NO_ID   0.7142885714   0.5242857143          0.001  0.03091720146  0.04631581425 
259          NO_ID   0.7619071429   0.5242857143          0.001   0.0312341673  0.04708315776 
260          NO_ID   0.8095257143   0.5242857143          0.001  0.03259409539  0.04385737319 
261          NO_ID   0.8571442857   0.5242857143          0.001  0.03262184969   0.0440173794 
262          NO_ID   0.9047628571   0.5242857143          0.001  0.03348813959  0.04049633337 
263          NO_ID   0.9523814286   0.5242857143          0.001  0.03420380179  0.03767037903 
264          NO_ID              1   0.5242857143          0.001   0.0344765249  0.03249177544 
265          NO_ID          1e-05   0.5718571429          0.001  0.04034178544  0.04226820799 
266          NO_ID  0.04762857143   0.5718571429          0.001  0.03926573379  0.01873163289 
267          NO_ID  0.09524714286   0.5718571429          0.001  0.03815856154  0.03940167379 
268          NO_ID   0.1428657143   0.5718571429          0.001   0.0367719679  0.03766236497 
269          NO_ID   0.1904842857   0.5718571429          0.001  0.03545896584   0.0497982861 
270          NO_ID   0.2381028571   0.5718571429          0.001  0.03469357165   0.0421266383 
271          NO_ID   0.2857214286   0.5718571429          0.001  0.03353597237  0.03846456149 
272          NO_ID        0.33334   0.5718571429          0.001  0.03273026643  0.05278113041 
273          NO_ID   0.3809585714   0.5718571429          0.001  0.03227571471  0.04678077625 
274          NO_ID   0.4285771429   0.5718571429          0.001  0.03069660893  0.04056974409 
275          NO_ID   0.4761957143   0.5718571429          0.001   0.0315758557  0.04857578137 
276          NO_ID   0.5238142857   0.5718571429          0.001  0.03138619567   0.0443218354 
277          NO_ID   0.5714328571   0.5718571429          0.001  0.03090693996  0.03989037566 
278          NO_ID   0.6190514286   0.5718571429          0.001  0.03097562508  0.05039759737 
279          NO_ID        0.66667   0.5718571429          0.001  0.03084627314  0.03407697809 
280          NO_ID   0.7142885714   0.5718571429          0.001  0.03092789818  0.04654892822 
281          NO_ID   0.7619071429   0.5718571429          0.001  0.03207495445  0.03558199289 
282          NO_ID   0.8095257143   0.5718571429          0.001  0.03199000556  0.04030534262 
283          NO_ID   0.8571442857   0.5718571429          0.001  0.03208981241  0.03567839506 
284          NO_ID   0.9047628571   0.5718571429          0.001  0.03250483022   0.0369871702 
285          NO_ID   0.9523814286   0.5718571429          0.001  0.03404858277  0.04196010252 
286          NO_ID              1   0.5718571429          0.001  0.03375415147  0.02939443246 
287          NO_ID          1e-05   0.6194285714          0.001  0.04046025304  0.05135753502 
288          NO_ID  0.04762857143   0.6194285714          0.001  0.03924843568  0.04781604824 
289          NO_ID  0.09524714286   0.6194285714          0.001  0.03818562149  0.04689243691 
290          NO_ID   0.1428657143   0.6194285714          0.001  0.03682201448  0.05070822854 
291          NO_ID   0.1904842857   0.6194285714          0.001  0.03577270683  0.03315149881 
292          NO_ID   0.2381028571   0.6194285714          0.001  0.03476475874  0.04748061867 
293          NO_ID   0.2857214286   0.6194285714          0.001  0.03381745656  0.04815525422 
294          NO_ID        0.33334   0.6194285714          0.001  0.03301167574   0.0515251684 
295          NO_ID   0.3809585714   0.6194285714          0.001  0.03200729717  0.03868968095 
296          NO_ID   0.4285771429   0.6194285714          0.001  0.03173979631  0.05186262671 
297          NO_ID   0.4761957143   0.6194285714          0.001  0.03191655349  0.04634636172 
298          NO_ID   0.5238142857   0.6194285714          0.001  0.03132754164  0.04446647785 
299          NO_ID   0.5714328571   0.6194285714          0.001   0.0314592872  0.04477182849 
300          NO_ID   0.6190514286   0.6194285714          0.001  0.03029028728  0.04350358342 
301          NO_ID        0.66667   0.6194285714          0.001  0.03103195413  0.04499260809 
302          NO_ID   0.7142885714   0.6194285714          0.001   0.0314114786  0.04598504083 
303          NO_ID   0.7619071429   0.6194285714          0.001  0.03123890029  0.04619872434 
304          NO_ID   0.8095257143   0.6194285714          0.001  0.03176450049  0.03328077006 
305          NO_ID   0.8571442857   0.6194285714          0.001  0.03291288854  0.04447100722 
306          NO_ID   0.9047628571   0.6194285714          0.001  0.03336003825  0.03092216986 
307          NO_ID   0.9523814286   0.6194285714          0.001  0.03384832765  0.04056766368 
308          NO_ID              1   0.6194285714          0.001  0.03459256123  0.03460846965 
309          NO_ID          1e-05          0.667          0.001    0.040561391  0.04210224483 
310          NO_ID  0.04762857143          0.667          0.001  0.03968351705  0.05774734348 
311          NO_ID  0.09524714286          0.667          0.001   0.0383192651  0.05433825657 
312          NO_ID   0.1428657143          0.667          0.001  0.03702875179  0.04958099167 
313          NO_ID   0.1904842857          0.667          0.001  0.03559219963  0.05463752253 
314          NO_ID   0.2381028571          0.667          0.001  0.03464760294   0.0494228764 
315          NO_ID   0.2857214286          0.667          0.001   0.0339572231  0.04872442733 
316          NO_ID        0.33334          0.667          0.001  0.03314542953  0.04014676045 
317          NO_ID   0.3809585714          0.667          0.001  0.03160668253  0.04320704371 
318          NO_ID   0.4285771429          0.667          0.001  0.03127561997   0.0439495389 
319          NO_ID   0.4761957143          0.667          0.001  0.03177850481  0.05349392013 
320          NO_ID   0.5238142857          0.667          0.001   0.0309924657  0.04992412527 
321          NO_ID   0.5714328571          0.667          0.001    0.030608435  0.04518994509 
322          NO_ID   0.6190514286          0.667          0.001  0.03049825358  0.04892096636 
323          NO_ID        0.66667          0.667          0.001  0.03060772616  0.04605162822 
324          NO_ID   0.7142885714          0.667          0.001  0.03091662494  0.03940434737 
325          NO_ID   0.7619071429          0.667          0.001  0.03165686592  0.04648256223 
326          NO_ID   0.8095257143          0.667          0.001  0.03177353713  0.03253483715 
327          NO_ID   0.8571442857          0.667          0.001  0.03226064121   0.0381108574 
328          NO_ID   0.9047628571          0.667          0.001  0.03375786753  0.04432189988 
329          NO_ID   0.9523814286          0.667          0.001  0.03411046521  0.04160346081 
330          NO_ID              1          0.667          0.001  0.03566763113   0.0471900774 
331          NO_ID          1e-05   0.7145714286          0.001  0.04061842953  0.05192180646 
332          NO_ID  0.04762857143   0.7145714286          0.001  0.03963571535  0.04269687104 
333          NO_ID  0.09524714286   0.7145714286          0.001  0.03802057966  0.05419378835 
334          NO_ID   0.1428657143   0.7145714286          0.001  0.03702079927  0.05625386798 
335          NO_ID   0.1904842857   0.7145714286          0.001  0.03613469685  0.05670191063 
336          NO_ID   0.2381028571   0.7145714286          0.001  0.03502305449  0.05407019613 
337          NO_ID   0.2857214286   0.7145714286          0.001  0.03338328253  0.03986887339 
338          NO_ID        0.33334   0.7145714286          0.001  0.03281289225  0.05167055266 
339          NO_ID   0.3809585714   0.7145714286          0.001  0.03232395355  0.04995305352 
340          NO_ID   0.4285771429   0.7145714286          0.001  0.03134900261  0.04842471122 
341          NO_ID   0.4761957143   0.7145714286          0.001  0.03158138288  0.05261089552 
342          NO_ID   0.5238142857   0.7145714286          0.001  0.03110406325  0.04689492123 
343          NO_ID   0.5714328571   0.7145714286          0.001  0.03084037171   0.0491149911 
344          NO_ID   0.6190514286   0.7145714286          0.001  0.03157308739  0.05225662178 
345          NO_ID        0.66667   0.7145714286          0.001  0.03125817874  0.03798027699 
346          NO_ID   0.7142885714   0.7145714286          0.001  0.03149374281  0.03450543935 
347          NO_ID   0.7619071429   0.7145714286          0.001  0.03110714749   0.0330120071 
348          NO_ID   0.8095257143   0.7145714286          0.001  0.03184019293  0.04215240392 
349          NO_ID   0.8571442857   0.7145714286          0.001   0.0328016805  0.03062761048 
